solv_i_id,molefrac_i,ln_gamma_i
solvent_539 / solvent_800,1.00 / 0.00,0.000000000 / -6.336601920
solvent_421 / solvent_438,1.00 / 0.00,0.000000000 / -0.105627900
solvent_524 / solvent_833,1.00 / 0.00,0.000000000 / 7.058201580
solvent_547 / solvent_806,1.00 / 0.00,0.000000000 / -0.054147160
solvent_333 / solvent_558,1.00 / 0.00,0.000000000 / 1.613281260
solvent_456 / solvent_776,1.00 / 0.00,0.000000000 / -0.381137180
solvent_378 / solvent_483,1.00 / 0.00,0.000000000 / -0.019477840
solvent_575 / solvent_691,1.00 / 0.00,0.000000000 / 0.707629060
solvent_307 / solvent_478,1.00 / 0.00,0.000000000 / 4.732570380
solvent_335 / solvent_606,1.00 / 0.00,0.000000000 / 0.203089690
solvent_167 / solvent_263,1.00 / 0.00,0.000000000 / -0.931500060
solvent_413 / solvent_604,1.00 / 0.00,0.000000000 / 0.797584010
solvent_617 / solvent_795,1.00 / 0.00,0.000000000 / -0.206331170
solvent_370 / solvent_375,1.00 / 0.00,0.000000000 / -0.579138260
solvent_126 / solvent_598,1.00 / 0.00,0.000000000 / 0.612457850
solvent_118 / solvent_766,1.00 / 0.00,0.000000000 / -0.164902580
solvent_118 / solvent_599,1.00 / 0.00,0.000000000 / 1.540998650
solvent_194 / solvent_212,1.00 / 0.00,0.000000000 / 1.030925350
solvent_20 / solvent_769,1.00 / 0.00,0.000000000 / 0.753236620
solvent_18 / solvent_571,1.00 / 0.00,0.000000000 / 1.417391460
solvent_237 / solvent_637,1.00 / 0.00,0.000000000 / -1.291784240
solvent_267 / solvent_791,1.00 / 0.00,0.000000000 / -0.330347480
solvent_278 / solvent_413,1.00 / 0.00,0.000000000 / 5.131890850
solvent_382 / solvent_384,1.00 / 0.00,0.000000000 / 4.420783550
solvent_342 / solvent_821,1.00 / 0.00,0.000000000 / -0.121919230
solvent_120 / solvent_593,1.00 / 0.00,0.000000000 / -0.116818150
solvent_524 / solvent_525,1.00 / 0.00,0.000000000 / 4.173223310
solvent_44 / solvent_99,1.00 / 0.00,0.000000000 / 0.043242020
solvent_96 / solvent_558,1.00 / 0.00,0.000000000 / 1.083192090
solvent_121 / solvent_448,1.00 / 0.00,0.000000000 / -0.461366770
solvent_341 / solvent_673,1.00 / 0.00,0.000000000 / -0.091506530
solvent_462 / solvent_708,1.00 / 0.00,0.000000000 / 4.848467860
solvent_220 / solvent_804,1.00 / 0.00,0.000000000 / -2.084917760
solvent_212 / solvent_412,1.00 / 0.00,0.000000000 / -0.077523320
solvent_379 / solvent_489,1.00 / 0.00,0.000000000 / 0.899416650
solvent_724 / solvent_748,1.00 / 0.00,0.000000000 / -0.121365120
solvent_233 / solvent_456,1.00 / 0.00,0.000000000 / 0.543714060
solvent_377 / solvent_685,1.00 / 0.00,0.000000000 / 0.550723960
solvent_235 / solvent_476,1.00 / 0.00,0.000000000 / 1.196382340
solvent_131 / solvent_679,1.00 / 0.00,0.000000000 / 0.746024980
solvent_314 / solvent_772,1.00 / 0.00,0.000000000 / -0.084587270
solvent_525 / solvent_619,1.00 / 0.00,0.000000000 / 0.426782310
solvent_480 / solvent_626,1.00 / 0.00,0.000000000 / -0.368222220
solvent_212 / solvent_843,1.00 / 0.00,0.000000000 / -0.143120130
solvent_469 / solvent_843,1.00 / 0.00,0.000000000 / -0.075500000
solvent_332 / solvent_417,1.00 / 0.00,0.000000000 / 0.334156770
solvent_15 / solvent_541,1.00 / 0.00,0.000000000 / 0.014919200
solvent_311 / solvent_626,1.00 / 0.00,0.000000000 / -0.078208020
solvent_625 / solvent_665,1.00 / 0.00,0.000000000 / -0.543584400
solvent_143 / solvent_554,1.00 / 0.00,0.000000000 / 1.034876420
solvent_293 / solvent_499,1.00 / 0.00,0.000000000 / 3.010297900
solvent_71 / solvent_705,1.00 / 0.00,0.000000000 / 0.394464430
solvent_69 / solvent_457,1.00 / 0.00,0.000000000 / 2.764711740
solvent_109 / solvent_140,1.00 / 0.00,0.000000000 / 0.024020110
solvent_319 / solvent_708,1.00 / 0.00,0.000000000 / 3.621397940
solvent_96 / solvent_347,1.00 / 0.00,0.000000000 / 0.320080770
solvent_340 / solvent_831,1.00 / 0.00,0.000000000 / 0.317758510
solvent_340 / solvent_553,1.00 / 0.00,0.000000000 / 0.528162640
solvent_356 / solvent_750,1.00 / 0.00,0.000000000 / 0.307023980
solvent_339 / solvent_645,1.00 / 0.00,0.000000000 / -0.517202050
solvent_254 / solvent_811,1.00 / 0.00,0.000000000 / -0.012082680
solvent_10 / solvent_777,1.00 / 0.00,0.000000000 / -0.005926750
solvent_9 / solvent_34,1.00 / 0.00,0.000000000 / -0.141075600
solvent_117 / solvent_570,1.00 / 0.00,0.000000000 / 0.031200810
solvent_95 / solvent_247,1.00 / 0.00,0.000000000 / 0.596086720
solvent_301 / solvent_767,1.00 / 0.00,0.000000000 / -0.101968210
solvent_163 / solvent_272,1.00 / 0.00,0.000000000 / 0.659987760
solvent_4 / solvent_109,1.00 / 0.00,0.000000000 / -0.071443690
solvent_199 / solvent_657,1.00 / 0.00,0.000000000 / -0.012101910
solvent_294 / solvent_638,1.00 / 0.00,0.000000000 / 0.267847820
solvent_660 / solvent_750,1.00 / 0.00,0.000000000 / 0.053536150
solvent_297 / solvent_831,1.00 / 0.00,0.000000000 / 0.354149420
solvent_111 / solvent_726,1.00 / 0.00,0.000000000 / -0.062320290
solvent_650 / solvent_664,1.00 / 0.00,0.000000000 / 1.246443060
solvent_382 / solvent_780,1.00 / 0.00,0.000000000 / -0.224633680
solvent_718 / solvent_737,1.00 / 0.00,0.000000000 / 0.905038810
solvent_622 / solvent_838,1.00 / 0.00,0.000000000 / -0.010076980
solvent_269 / solvent_412,1.00 / 0.00,0.000000000 / -0.205938380
solvent_45 / solvent_501,1.00 / 0.00,0.000000000 / 2.090146320
solvent_16 / solvent_806,1.00 / 0.00,0.000000000 / -0.254944440
solvent_539 / solvent_597,1.00 / 0.00,0.000000000 / 3.700464690
solvent_66 / solvent_515,1.00 / 0.00,0.000000000 / 5.598150470
solvent_358 / solvent_770,1.00 / 0.00,0.000000000 / 0.415849730
solvent_139 / solvent_764,1.00 / 0.00,0.000000000 / 0.593381810
solvent_117 / solvent_504,1.00 / 0.00,0.000000000 / -0.239981360
solvent_509 / solvent_551,1.00 / 0.00,0.000000000 / 2.484970350
solvent_56 / solvent_587,1.00 / 0.00,0.000000000 / 0.167950270
solvent_636 / solvent_831,1.00 / 0.00,0.000000000 / 0.454079030
solvent_440 / solvent_748,1.00 / 0.00,0.000000000 / -0.158774940
solvent_251 / solvent_443,1.00 / 0.00,0.000000000 / 0.365452720
solvent_252 / solvent_258,1.00 / 0.00,0.000000000 / 0.297153540
solvent_114 / solvent_266,1.00 / 0.00,0.000000000 / 0.469383670
solvent_313 / solvent_418,1.00 / 0.00,0.000000000 / -0.575086450
solvent_345 / solvent_639,1.00 / 0.00,0.000000000 / 1.098161950
solvent_637 / solvent_830,1.00 / 0.00,0.000000000 / -0.024477720
solvent_55 / solvent_140,1.00 / 0.00,0.000000000 / -0.035167910
solvent_86 / solvent_181,1.00 / 0.00,0.000000000 / 2.324696580
solvent_391 / solvent_608,1.00 / 0.00,0.000000000 / -0.536519700
solvent_550 / solvent_554,1.00 / 0.00,0.000000000 / 0.108857030
solvent_220 / solvent_758,1.00 / 0.00,0.000000000 / 0.899672450
solvent_594 / solvent_760,1.00 / 0.00,0.000000000 / 0.708410420
solvent_35 / solvent_545,1.00 / 0.00,0.000000000 / 0.047213110
solvent_190 / solvent_193,1.00 / 0.00,0.000000000 / 1.075976210
solvent_111 / solvent_261,1.00 / 0.00,0.000000000 / -0.037689900
solvent_438 / solvent_693,1.00 / 0.00,0.000000000 / -0.286132080
solvent_542 / solvent_749,1.00 / 0.00,0.000000000 / -0.215043480
solvent_225 / solvent_553,1.00 / 0.00,0.000000000 / 0.364163680
solvent_483 / solvent_665,1.00 / 0.00,0.000000000 / 0.066596220
solvent_68 / solvent_686,1.00 / 0.00,0.000000000 / 0.343317110
solvent_329 / solvent_493,1.00 / 0.00,0.000000000 / 1.830104950
solvent_382 / solvent_734,1.00 / 0.00,0.000000000 / 2.452503840
solvent_121 / solvent_762,1.00 / 0.00,0.000000000 / -0.309519550
solvent_429 / solvent_661,1.00 / 0.00,0.000000000 / 0.254959690
solvent_477 / solvent_604,1.00 / 0.00,0.000000000 / 1.595029750
solvent_103 / solvent_139,1.00 / 0.00,0.000000000 / 0.029968460
solvent_349 / solvent_732,1.00 / 0.00,0.000000000 / 0.808601840
solvent_421 / solvent_559,1.00 / 0.00,0.000000000 / -0.117067180
solvent_59 / solvent_478,1.00 / 0.00,0.000000000 / 2.515867780
solvent_370 / solvent_383,1.00 / 0.00,0.000000000 / -1.142318780
solvent_234 / solvent_568,1.00 / 0.00,0.000000000 / 1.012462520
solvent_143 / solvent_250,1.00 / 0.00,0.000000000 / 1.010647330
solvent_389 / solvent_679,1.00 / 0.00,0.000000000 / 0.114558300
solvent_299 / solvent_465,1.00 / 0.00,0.000000000 / -0.148364530
solvent_177 / solvent_836,1.00 / 0.00,0.000000000 / 0.127392720
solvent_554 / solvent_725,1.00 / 0.00,0.000000000 / 0.859845810
solvent_106 / solvent_657,1.00 / 0.00,0.000000000 / 0.618950340
solvent_264 / solvent_662,1.00 / 0.00,0.000000000 / 0.007039290
solvent_82 / solvent_238,1.00 / 0.00,0.000000000 / -0.075579380
solvent_428 / solvent_554,1.00 / 0.00,0.000000000 / -0.235621270
solvent_62 / solvent_550,1.00 / 0.00,0.000000000 / 0.852700930
solvent_185 / solvent_199,1.00 / 0.00,0.000000000 / 0.019544140
solvent_293 / solvent_612,1.00 / 0.00,0.000000000 / 0.399240310
solvent_176 / solvent_473,1.00 / 0.00,0.000000000 / 0.205105910
solvent_136 / solvent_195,1.00 / 0.00,0.000000000 / 0.101409190
solvent_396 / solvent_614,1.00 / 0.00,0.000000000 / -0.234564860
solvent_435 / solvent_723,1.00 / 0.00,0.000000000 / -0.193357470
solvent_566 / solvent_666,1.00 / 0.00,0.000000000 / 1.483994080
solvent_178 / solvent_621,1.00 / 0.00,0.000000000 / 0.102076610
solvent_407 / solvent_771,1.00 / 0.00,0.000000000 / -0.805263690
solvent_481 / solvent_657,1.00 / 0.00,0.000000000 / -0.149394880
solvent_149 / solvent_257,1.00 / 0.00,0.000000000 / 0.284240230
solvent_163 / solvent_674,1.00 / 0.00,0.000000000 / 0.584312940
solvent_61 / solvent_654,1.00 / 0.00,0.000000000 / -0.273790910
solvent_604 / solvent_694,1.00 / 0.00,0.000000000 / -0.400647770
solvent_649 / solvent_816,1.00 / 0.00,0.000000000 / -0.327647100
solvent_221 / solvent_370,1.00 / 0.00,0.000000000 / -0.049587630
solvent_347 / solvent_680,1.00 / 0.00,0.000000000 / 0.142809130
solvent_178 / solvent_507,1.00 / 0.00,0.000000000 / -0.116069030
solvent_493 / solvent_645,1.00 / 0.00,0.000000000 / 0.448147890
solvent_343 / solvent_499,1.00 / 0.00,0.000000000 / 5.901484780
solvent_218 / solvent_337,1.00 / 0.00,0.000000000 / 4.534739750
solvent_243 / solvent_463,1.00 / 0.00,0.000000000 / 0.605402160
solvent_63 / solvent_475,1.00 / 0.00,0.000000000 / 0.794718220
solvent_98 / solvent_329,1.00 / 0.00,0.000000000 / 0.518240830
solvent_345 / solvent_656,1.00 / 0.00,0.000000000 / -0.053288200
solvent_257 / solvent_591,1.00 / 0.00,0.000000000 / -0.224280610
solvent_193 / solvent_826,1.00 / 0.00,0.000000000 / 1.833855100
solvent_84 / solvent_480,1.00 / 0.00,0.000000000 / 0.008400110
solvent_435 / solvent_659,1.00 / 0.00,0.000000000 / 0.042258440
solvent_74 / solvent_742,1.00 / 0.00,0.000000000 / 0.328206850
solvent_21 / solvent_461,1.00 / 0.00,0.000000000 / 0.712588660
solvent_135 / solvent_664,1.00 / 0.00,0.000000000 / 0.114769900
solvent_111 / solvent_637,1.00 / 0.00,0.000000000 / -0.806801880
solvent_95 / solvent_570,1.00 / 0.00,0.000000000 / 0.341640150
solvent_14 / solvent_214,1.00 / 0.00,0.000000000 / 0.227551560
solvent_189 / solvent_202,1.00 / 0.00,0.000000000 / 0.349788380
solvent_149 / solvent_298,1.00 / 0.00,0.000000000 / 3.611770470
solvent_192 / solvent_679,1.00 / 0.00,0.000000000 / 0.244685210
solvent_321 / solvent_707,1.00 / 0.00,0.000000000 / 7.063717200
solvent_287 / solvent_421,1.00 / 0.00,0.000000000 / -0.043975200
solvent_455 / solvent_664,1.00 / 0.00,0.000000000 / 0.606364460
solvent_428 / solvent_604,1.00 / 0.00,0.000000000 / -0.039577420
solvent_2 / solvent_838,1.00 / 0.00,0.000000000 / 0.401257370
solvent_628 / solvent_820,1.00 / 0.00,0.000000000 / 0.286732490
solvent_278 / solvent_487,1.00 / 0.00,0.000000000 / -1.430331740
solvent_649 / solvent_761,1.00 / 0.00,0.000000000 / 0.431383680
solvent_6 / solvent_654,1.00 / 0.00,0.000000000 / -0.162660880
solvent_249 / solvent_258,1.00 / 0.00,0.000000000 / -0.389609670
solvent_380 / solvent_557,1.00 / 0.00,0.000000000 / 2.164724720
solvent_256 / solvent_670,1.00 / 0.00,0.000000000 / -0.337697950
solvent_20 / solvent_391,1.00 / 0.00,0.000000000 / -0.403167570
solvent_373 / solvent_786,1.00 / 0.00,0.000000000 / -0.143400510
solvent_403 / solvent_591,1.00 / 0.00,0.000000000 / -0.050003580
solvent_220 / solvent_679,1.00 / 0.00,0.000000000 / 2.299729850
solvent_41 / solvent_555,1.00 / 0.00,0.000000000 / -0.197202650
solvent_337 / solvent_510,1.00 / 0.00,0.000000000 / 0.551323240
solvent_387 / solvent_711,1.00 / 0.00,0.000000000 / 0.141355150
solvent_394 / solvent_566,1.00 / 0.00,0.000000000 / 2.230548960
solvent_73 / solvent_375,1.00 / 0.00,0.000000000 / -0.022328080
solvent_41 / solvent_397,1.00 / 0.00,0.000000000 / -0.043043870
solvent_269 / solvent_800,1.00 / 0.00,0.000000000 / -3.077465150
solvent_585 / solvent_691,1.00 / 0.00,0.000000000 / 0.124717740
solvent_11 / solvent_414,1.00 / 0.00,0.000000000 / -0.218335240
solvent_92 / solvent_592,1.00 / 0.00,0.000000000 / 0.695990670
solvent_566 / solvent_586,1.00 / 0.00,0.000000000 / -0.070733790
solvent_279 / solvent_825,1.00 / 0.00,0.000000000 / 0.015915270
solvent_540 / solvent_804,1.00 / 0.00,0.000000000 / -8.688483820
solvent_511 / solvent_525,1.00 / 0.00,0.000000000 / -0.150477470
solvent_105 / solvent_622,1.00 / 0.00,0.000000000 / -0.762153780
solvent_394 / solvent_474,1.00 / 0.00,0.000000000 / 1.774890750
solvent_323 / solvent_447,1.00 / 0.00,0.000000000 / 3.850209820
solvent_280 / solvent_418,1.00 / 0.00,0.000000000 / -0.824024110
solvent_600 / solvent_651,1.00 / 0.00,0.000000000 / 0.059660260
solvent_335 / solvent_758,1.00 / 0.00,0.000000000 / -0.607658690
solvent_339 / solvent_389,1.00 / 0.00,0.000000000 / 0.389957160
solvent_175 / solvent_361,1.00 / 0.00,0.000000000 / 0.336268420
solvent_158 / solvent_474,1.00 / 0.00,0.000000000 / -0.023619440
solvent_447 / solvent_496,1.00 / 0.00,0.000000000 / 3.617012020
solvent_459 / solvent_789,1.00 / 0.00,0.000000000 / 0.431127090
solvent_233 / solvent_412,1.00 / 0.00,0.000000000 / 0.071552810
solvent_457 / solvent_800,1.00 / 0.00,0.000000000 / -3.576690600
solvent_500 / solvent_623,1.00 / 0.00,0.000000000 / -0.134937440
solvent_292 / solvent_315,1.00 / 0.00,0.000000000 / -0.771896380
solvent_577 / solvent_731,1.00 / 0.00,0.000000000 / 0.235755740
solvent_348 / solvent_374,1.00 / 0.00,0.000000000 / 0.502814240
solvent_323 / solvent_338,1.00 / 0.00,0.000000000 / 1.998866120
solvent_349 / solvent_697,1.00 / 0.00,0.000000000 / 0.788334270
solvent_124 / solvent_620,1.00 / 0.00,0.000000000 / 0.788069820
solvent_454 / solvent_698,1.00 / 0.00,0.000000000 / -0.011604150
solvent_195 / solvent_634,1.00 / 0.00,0.000000000 / 0.115984630
solvent_501 / solvent_725,1.00 / 0.00,0.000000000 / -2.185615220
solvent_124 / solvent_264,1.00 / 0.00,0.000000000 / -0.032801170
solvent_86 / solvent_552,1.00 / 0.00,0.000000000 / 0.548724720
solvent_245 / solvent_385,1.00 / 0.00,0.000000000 / -1.079888600
solvent_506 / solvent_840,1.00 / 0.00,0.000000000 / 2.164348190
solvent_136 / solvent_600,1.00 / 0.00,0.000000000 / 2.188686530
solvent_228 / solvent_317,1.00 / 0.00,0.000000000 / 0.617722500
solvent_630 / solvent_791,1.00 / 0.00,0.000000000 / -0.387356680
solvent_432 / solvent_473,1.00 / 0.00,0.000000000 / 0.226819300
solvent_482 / solvent_758,1.00 / 0.00,0.000000000 / 1.453412910
solvent_138 / solvent_192,1.00 / 0.00,0.000000000 / -0.099062690
solvent_332 / solvent_508,1.00 / 0.00,0.000000000 / 0.640099060
solvent_68 / solvent_332,1.00 / 0.00,0.000000000 / -0.094281870
solvent_55 / solvent_438,1.00 / 0.00,0.000000000 / -0.122445580
solvent_68 / solvent_587,1.00 / 0.00,0.000000000 / 0.056400760
solvent_313 / solvent_615,1.00 / 0.00,0.000000000 / 0.226219190
solvent_402 / solvent_611,1.00 / 0.00,0.000000000 / -0.306302680
solvent_95 / solvent_757,1.00 / 0.00,0.000000000 / 6.306523280
solvent_46 / solvent_76,1.00 / 0.00,0.000000000 / -0.489640680
solvent_80 / solvent_83,1.00 / 0.00,0.000000000 / 2.859077340
solvent_278 / solvent_624,1.00 / 0.00,0.000000000 / 1.696205980
solvent_248 / solvent_649,1.00 / 0.00,0.000000000 / 0.088626420
solvent_587 / solvent_636,1.00 / 0.00,0.000000000 / 0.908207680
solvent_399 / solvent_452,1.00 / 0.00,0.000000000 / 0.415804210
solvent_259 / solvent_530,1.00 / 0.00,0.000000000 / 1.624480080
solvent_135 / solvent_547,1.00 / 0.00,0.000000000 / 0.087227600
solvent_91 / solvent_677,1.00 / 0.00,0.000000000 / 0.771048830
solvent_200 / solvent_357,1.00 / 0.00,0.000000000 / 0.440509630
solvent_126 / solvent_257,1.00 / 0.00,0.000000000 / -0.056021560
solvent_265 / solvent_676,1.00 / 0.00,0.000000000 / -0.094571250
solvent_93 / solvent_793,1.00 / 0.00,0.000000000 / 0.730099170
solvent_189 / solvent_340,1.00 / 0.00,0.000000000 / 0.899243650
solvent_601 / solvent_722,1.00 / 0.00,0.000000000 / 3.118779980
solvent_77 / solvent_592,1.00 / 0.00,0.000000000 / 0.047630940
solvent_465 / solvent_758,1.00 / 0.00,0.000000000 / -0.154724660
solvent_159 / solvent_587,1.00 / 0.00,0.000000000 / -2.065758710
solvent_162 / solvent_351,1.00 / 0.00,0.000000000 / -0.327963370
solvent_84 / solvent_373,1.00 / 0.00,0.000000000 / -0.122884700
solvent_668 / solvent_716,1.00 / 0.00,0.000000000 / 0.356563880
solvent_39 / solvent_767,1.00 / 0.00,0.000000000 / 0.989017550
solvent_218 / solvent_771,1.00 / 0.00,0.000000000 / 0.354319000
solvent_240 / solvent_343,1.00 / 0.00,0.000000000 / 1.560259420
solvent_57 / solvent_436,1.00 / 0.00,0.000000000 / 0.037324660
solvent_465 / solvent_592,1.00 / 0.00,0.000000000 / 0.015363200
solvent_212 / solvent_466,1.00 / 0.00,0.000000000 / 0.045742920
solvent_197 / solvent_279,1.00 / 0.00,0.000000000 / 0.282290820
solvent_572 / solvent_826,1.00 / 0.00,0.000000000 / -0.384116550
solvent_142 / solvent_317,1.00 / 0.00,0.000000000 / 0.649637990
solvent_194 / solvent_645,1.00 / 0.00,0.000000000 / 0.329427440
solvent_166 / solvent_466,1.00 / 0.00,0.000000000 / 0.020560100
solvent_376 / solvent_389,1.00 / 0.00,0.000000000 / 0.717990020
solvent_155 / solvent_501,1.00 / 0.00,0.000000000 / 0.358295320
solvent_258 / solvent_380,1.00 / 0.00,0.000000000 / -0.180902790
solvent_263 / solvent_752,1.00 / 0.00,0.000000000 / 1.268864520
solvent_345 / solvent_789,1.00 / 0.00,0.000000000 / 0.571126630
solvent_506 / solvent_669,1.00 / 0.00,0.000000000 / 0.486631330
solvent_357 / solvent_625,1.00 / 0.00,0.000000000 / 0.111947260
solvent_170 / solvent_752,1.00 / 0.00,0.000000000 / 1.808249060
solvent_67 / solvent_107,1.00 / 0.00,0.000000000 / 0.323698330
solvent_477 / solvent_822,1.00 / 0.00,0.000000000 / 0.955389130
solvent_71 / solvent_678,1.00 / 0.00,0.000000000 / 2.805587130
solvent_253 / solvent_686,1.00 / 0.00,0.000000000 / -0.043670670
solvent_577 / solvent_673,1.00 / 0.00,0.000000000 / 2.056825790
solvent_47 / solvent_184,1.00 / 0.00,0.000000000 / 1.272802540
solvent_383 / solvent_469,1.00 / 0.00,0.000000000 / -0.401562830
solvent_516 / solvent_737,1.00 / 0.00,0.000000000 / -2.460409360
solvent_108 / solvent_309,1.00 / 0.00,0.000000000 / 0.078280600
solvent_80 / solvent_552,1.00 / 0.00,0.000000000 / 0.265381920
solvent_531 / solvent_671,1.00 / 0.00,0.000000000 / 1.787733560
solvent_52 / solvent_306,1.00 / 0.00,0.000000000 / 2.447772620
solvent_3 / solvent_638,1.00 / 0.00,0.000000000 / -2.223000090
solvent_390 / solvent_656,1.00 / 0.00,0.000000000 / 1.653142620
solvent_27 / solvent_717,1.00 / 0.00,0.000000000 / 0.070815430
solvent_261 / solvent_805,1.00 / 0.00,0.000000000 / 0.514180910
solvent_183 / solvent_471,1.00 / 0.00,0.000000000 / 0.329395670
solvent_75 / solvent_705,1.00 / 0.00,0.000000000 / -0.036208110
solvent_394 / solvent_557,1.00 / 0.00,0.000000000 / 0.417174510
solvent_120 / solvent_549,1.00 / 0.00,0.000000000 / -0.413818700
solvent_176 / solvent_606,1.00 / 0.00,0.000000000 / -0.032130400
solvent_764 / solvent_765,1.00 / 0.00,0.000000000 / -0.091771000
solvent_365 / solvent_714,1.00 / 0.00,0.000000000 / 0.480794840
solvent_107 / solvent_313,1.00 / 0.00,0.000000000 / 0.936448710
solvent_255 / solvent_556,1.00 / 0.00,0.000000000 / -5.066294000
solvent_759 / solvent_763,1.00 / 0.00,0.000000000 / -0.091949800
solvent_158 / solvent_662,1.00 / 0.00,0.000000000 / 0.257822510
solvent_74 / solvent_191,1.00 / 0.00,0.000000000 / 0.185058260
solvent_80 / solvent_447,1.00 / 0.00,0.000000000 / 8.259642830
solvent_584 / solvent_653,1.00 / 0.00,0.000000000 / 1.585473860
solvent_233 / solvent_349,1.00 / 0.00,0.000000000 / 0.013506930
solvent_545 / solvent_694,1.00 / 0.00,0.000000000 / -0.025244370
solvent_397 / solvent_594,1.00 / 0.00,0.000000000 / -0.003604970
solvent_179 / solvent_718,1.00 / 0.00,0.000000000 / 0.103150320
solvent_121 / solvent_399,1.00 / 0.00,0.000000000 / -0.439614550
solvent_435 / solvent_732,1.00 / 0.00,0.000000000 / 0.922836180
solvent_40 / solvent_389,1.00 / 0.00,0.000000000 / -2.784204500
solvent_520 / solvent_735,1.00 / 0.00,0.000000000 / 1.091830210
solvent_399 / solvent_761,1.00 / 0.00,0.000000000 / 0.259482880
solvent_387 / solvent_750,1.00 / 0.00,0.000000000 / 0.249709650
solvent_362 / solvent_769,1.00 / 0.00,0.000000000 / 3.909636110
solvent_549 / solvent_830,1.00 / 0.00,0.000000000 / 0.325004510
solvent_16 / solvent_323,1.00 / 0.00,0.000000000 / 1.094743820
solvent_250 / solvent_505,1.00 / 0.00,0.000000000 / 1.557483840
solvent_127 / solvent_651,1.00 / 0.00,0.000000000 / 0.814250190
solvent_67 / solvent_806,1.00 / 0.00,0.000000000 / -0.493511030
solvent_77 / solvent_622,1.00 / 0.00,0.000000000 / 0.655899920
